,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
38,9.75E+02,-1.7573875,0.350863,-5.008757,5.48E-07,5.56E-04,ENSG00000172936,MYD88
20,4.63E+02,-1.7941707,0.4575715,-3.921072,8.82E-05,2.55E-02,ENSG00000139679,LPAR6
24,4.26E+03,-1.8051185,0.456205,-3.956815,7.60E-05,2.25E-02,ENSG00000152926,ZNF117
45,1.32E+05,-1.8093122,0.4221023,-4.28643,1.82E-05,8.32E-03,ENSG00000198840,MT-ND3
52,7.87E+02,-1.8713702,0.3137108,-5.965271,2.44E-09,3.80E-06,ENSG00000262246,CORO7
2,7.56E+02,-1.9029619,0.4370393,-4.354212,1.34E-05,6.77E-03,ENSG00000048740,CELF2
37,4.84E+02,-1.9919381,0.4359073,-4.569637,4.89E-06,3.20E-03,ENSG00000172201,ID4
48,1.21E+05,-2.3247386,0.6032363,-3.853778,1.16E-04,3.06E-02,ENSG00000212907,MT-ND4L
49,4.21E+03,-2.4844321,0.3891637,-6.384029,1.72E-10,4.77E-07,ENSG00000215301,DDX3X
6,2.82E+02,-2.4892878,0.5885507,-4.229521,2.34E-05,9.50E-03,ENSG00000099953,MMP11
28,9.96E+02,-2.9111906,0.4577514,-6.359764,2.02E-10,4.77E-07,ENSG00000157540,DYRK1A
44,4.91E+02,-3.2133551,0.5400259,-5.950372,2.68E-09,3.80E-06,ENSG00000198825,INPP5F
14,2.72E+02,-3.4199311,0.7035178,-4.861186,1.17E-06,9.75E-04,ENSG00000126778,SIX1
27,4.18E+02,-4.1229917,0.8631293,-4.776795,1.78E-06,1.33E-03,ENSG00000156413,FUT6
51,2.49E+02,-5.2135374,0.8227928,-6.336391,2.35E-10,4.77E-07,ENSG00000239704,CDRT4
4,2.58E+03,-8.0459241,1.7990971,-4.472201,7.74E-06,4.40E-03,ENSG00000054598,FOXC1
10,5.62E+01,-8.536302,2.1971708,-3.885134,1.02E-04,2.79E-02,ENSG00000111305,GSG1
