experiment_type,Damian_annotation,DOB,Transplant_Date,V3,Transplant_site,Age_at transplant,Strain,Tumor_ID,Patient_ID,SA_ID,Passage,Source_type,Treatment_naive/pre,Date_of Dx,Age_at Dx,Metastasis...15,Mets_at Dx,Date_of mets Dx,Mets_site,SQL_Barcode,Cage,Comments_for surgery,Wound_dehiscence,V23,V24,DLP_ID,10X_ID,Intrathoracic_Mass,Histology,Cell_suspension vol (ul),Last_tumor palpation,V31,Next_tumor palpation,V33,Primary_tumor removal,12_wks from PTR,16_wks from PTR,Euthanize,PTR-Mets,Time_to mets detection,PET/CT,Second_surgery,8wks_after PTR,Metastasis...43,metastatic_site,DATE1,TumourVol1,DATE2,TumourVol2,DATE3,TumourVol3,DATE4,TumourVol4,DATE5,TumourVol5,DATE6,TumourVol6,DATE7,TumourVol7,DATE8,TumourVol8,DATE9,TumourVol9,DATE10,TumourVol10,DATE11,TumourVol11,DATE12,TumourVol12,DATE13,TumourVol13,DATE14,TumourVol14,DATE15,TumourVol15,DATE16,TumourVol16,DATE17,TumourVol17,DATE18,TumourVol18,DATE19,TumourVol19,DATE20,TumourVol20,DATE21,TumourVol21,DATE22,TumourVol22,DATE23,TumourVol23,DATE24,TumourVol24,DATE25,TumourVol25,DATE26,TumourVol26,DATE27,TumourVol27,DATE28,TumourVol28,DATE29,TumourVol29,DATE30,TumourVol30,DATE31,TumourVol31,DATE32,TumourVol32,DATE33,TumourVol33,DATE34,TumourVol34,DATE35,TumourVol35,DATE36,TumourVol36,DATE37,TumourVol37,DATE38,TumourVol38,DATE39,TumourVol39
main_experiment,met,05/01/2018,3/26/2018,N,MFP,12wks,NRG,X0011-2364,CBX011,SA535,4,Primary tumor,Naive,,,No,No,,,2498,HL180326,"regular suture without gluture, minor wound dehiscence",minor wound dehiscence,"PTR on Jul 30/18, Hard mass, 14x12x10, easily removed, minimal bleeding","Distant organ(brain, lung, liver) harvested, grossly clean without metastasis, enlarged spleen. Metastatic mass on left axillary area (12x10x8), possibly LN (ALN) and left inguinal area (10x8x8), similar characteristics.
FFPE:brain,lung,liver,axillary mass, inguinal mass
AxiM:FFx1,TPx2,VFx4
IngM, brain, lung, liver: FFx2, VFx2
Axillary, Inguinal submitted for DLP on Jul 2/19","Primary tumor =  SA535X4XB05420 (Box3, F2) -> 3VF for Farhia, Farhia submitted as XB02498, low cell number -> FF
Axillary mets = SA535X4XB05985 (Box10, D1)
Inguinal mets = SA535X4XB05989 (Box10, D5)
Lung mets = SA535X4XB05993 (Box10, D9)",,,"Tumor cells in Axillary, Inguinal mass. Micrometastasis (less extensive) in lung. No metastatic cells in liver, brain.",500,5/16/18,non-palpable,5/23/18,6/25/18,7/30/18,10/22/2018,11/19/2018,12/7/18,18 weeks,36 weeks,,,,,,6/25/18,272.9,6/28/18,276.2,7/3/18,276.2,7/5/18,302.8,7/9/18,316.2,7/12/18,346.10,7/16/18,392.7,2018-7-19,412.60,2018-7-23,462.1,7/26/2018,736.2,7/30/2018,782.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,08/01/2018,4/3/2018,R,MFP,12wks,NRG,X0028-121D1323411,CBX028,SA609,11,Primary tumor,Naive,4-Jun-08,43,Yes,No,28-Mar-13,Bone,2518,HL180403,"SQ + regular suture from here/soft and fragile tumor, residual MFP removed. ",,,"distant organ(brain, lung, liver) harvested, grossly clean without metastasis",,,,"Negative for metastasis in liver, lung, brain.",500,5/16/18,palpable,5/23/18,5/8/18,5/8/18,7/31/2018,8/28/2018,9/5/18,,,,,7/3/2018,,,5/8/18,454.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,08/01/2018,4/3/2018,L,MFP,12wks,NRG,X0028-121D1323412,CBX028,SA609,11,Primary tumor,Naive,4-Jun-08,43,Yes,No,28-Mar-13,Bone,2519,HL180403,"Matrigel leaked during injection/Huge tumor, soft but not attached to skin, residual MFP removed, possibility of remnant tumor cells b/c soft, fragile tumor",,,"distant organ(brain, lung, liver) harvested, grossly clean without metastasis, tumour recur",,,,"Negative for metastasis in liver, lung, brain.",500,5/16/18,palpable,5/23/18,5/8/18,5/8/18,7/31/2018,8/28/2018,6/8/18,,,,,7/3/2018,,,5/8/18,1669.5,5/31/18,27.5(recurred),6/4/18,311.7,6/7/18,1047.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,08/01/2018,4/3/2018,B,MFP,12wks,NRG,X0028-121D1323413,CBX028,SA609,11,Primary tumor,Naive,4-Jun-08,43,Yes,No,28-Mar-13,Bone,2520,HL180403,"soft and fragile tumor, residual MFP removed. ",,,"distant organ(brain, lung, liver) harvested, grossly clean without metastasis",,,,"Negative for metastasis in liver, lung, brain.",500,5/16/18,palpable,5/23/18,5/8/18,5/8/18,7/31/2018,8/28/2018,8/28/18,,,8/22/18,,7/3/2018,,,5/8/18,528.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,08/01/2018,4/3/2018,N,MFP,12wks,NRG,X0028-121D1323414,CBX028,SA609,11,Primary tumor,Naive,4-Jun-08,43,Yes,No,28-Mar-13,Bone,2521,HL180403,"Matrigel leaked during injection/PTR on May18,2018; tumor removed without rupture. residual MFP removed.",,,"distant organ(brain, lung, liver) harvested, grossly clean without metastasis",,,,"Negative for metastasis in liver, lung, brain.",500,5/16/18,palpable,,5/17/18,5/18/18,8/10/2018,9/7/2018,8/28/18,,,8/22/18,,7/13/2018,,,5/18/18,758.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,20/01/2018,4/24/2018,R,MFP,13wks,NRG,X0038-1246159671,CBX038,SA604,10,Primary tumor,Naive,16-Jul-13,40,Yes,No,Mar-14,"Bone,Liver",2577,HL180424,,,,"distant organ(brain, lung, liver, inguinal LN_fatpad) harvested, grossly clean without metastasis, enlarged spleen",,,,"Negative for metastasis in liver, lung, brain.",500,5/28/18,palpable,,31/05/2018,6/25/18,9/17/2018,10/15/2018,12/6/18,,,9/26/18,,,,,5/31/18,65.0,6/4/18,86.5,6/7/18,132.9,6/11/18,175.5,6/14/18,256.3,6/18/18,341.20,6/21/18,421.2,2018-6-25,759.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,20/01/2018,4/24/2018,L,MFP,13wks,NRG,X0038-1246159672,CBX038,SA604,10,Primary tumor,Naive,16-Jul-13,40,Yes,No,Mar-14,"Bone,Liver",2578,HL180424,,,,"distant organ(brain, lung, liver, inguinal LN_fatpad) harvested, grossly clean without metastasis, enlarged spleen",,,,"Negative for metastasis in liver, lung, brain.",500,5/28/18,palpable,,31/05/2018,6/23/18,9/15/2018,10/13/2018,12/6/18,,,,,,,,5/31/18,55.1,6/4/18,59.9,6/7/18,195.5,6/11/18,214.0,6/14/18,272.6,6/18/18,484.30,6/21/18,638.2,2018-6-23,939.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,20/01/2018,4/24/2018,B,MFP,13wks,NRG,X0038-1246159673,CBX038,SA604,10,Primary tumor,Naive,16-Jul-13,40,Yes,No,Mar-14,"Bone,Liver",2579,HL180424,,,"Euthanized Nov20/18 due to time (over 16wks after PTR), No grossly abnormal findings",,,,,"Negative for metastasis in liver, lung, brain.",500,5/28/18,palpable,,31/05/2018,6/18/18,9/10/2018,10/8/2018,11/20/18,,,"22/08/2018, 26/09/2018",,8/13/2018,,,5/31/18,83.4,6/4/18,191.1,6/7/18,326.0,6/11/18,598.0,6/14/18,598.0,6/18/18,973.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,20/01/2018,4/24/2018,N,MFP,13wks,NRG,X0038-1246159674,CBX038,SA604,10,Primary tumor,Naive,16-Jul-13,40,Yes,No,Mar-14,"Bone,Liver",2580,HL180424,Matrigel leaked during injection,,,"distant organ(brain, lung, liver) harvested, grossly clean without metastasis, enlarged spleen, FFPEx1, FFx2, VFx2 for brain, liver, lung",,,,"Negative for metastasis in liver, lung, brain.",500,5/28/18,palpable,,31/05/2018,6/19/18,9/11/2018,10/9/2018,1/4/19,,,,,8/14/2018,,,5/31/18,125.8,6/4/18,169.9,6/7/18,231.1,6/11/18,416.0,6/14/18,432.5,6/18/18,751.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,17/03/2018,6/11/2018,L,MFP,12wks,NSG,X1476-2332,VBA1476,SA1139,4,Primary tumor,Naive,,,,,,,2690,HL180611,Matrigel leaked during injection (injection material volume was overlaoded),minor wound dehiscence,"PTR on Aug14/18, Hard mass, highly vascularized, easily removed, minimal bleeding","distant organ(brain, lung, liver) harvested, grossly clean without metastasis, enlarged spleen, FFPEx1, FFx2, VFx2 for brain, liver, lung",,,,"Negative for metastasis in liver, lung, brain.",550,22/07/2018,palpable,,,8/14/18,11/6/2018,12/3/2018,1/4/19,,,12/11/18,,,,,,,7/23/18,58.3,7/26/18,95.5,7/30/18,189.1,8/2/18,273.3,8/7/18,273.30,8/9/18,599.4,2018-8-13,677.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,unknown,17/03/2018,6/11/2018,B,MFP,12wks,NSG,X1476-2333,VBA1476,SA1139,4,Primary tumor,Naive,,,,,,,2691,HL180611,Matrigel leaked during injection (injection material volume was overlaoded),,"PTR on Sep10/18, Hard mass, highly vascularized, easily removed, minor bleeding","distant organ(brain, lung, liver) harvested, grossly clean without metastasis, FFPEx1, FFx2, VFx2 for brain, liver/ FFPEx1,FFx1,VFx2 for lung",,,,"Negative for metastasis in liver, brain.
One micromets in lung?",550,22/07/2018,non-palpable,,,9/10/18,12/3/2018,12/31/2018,2/1/19,,,,,,,,9/4/18,598.0,9/6/18,624,9/10/18,1145.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
